,id,username,year,overarching_category,num_solved
723,18533,gdenhez,2024,Web,5
724,18533,gdenhez,2025,Pwn,16
725,21514,theindian,2018,Crypt,12
726,21514,theindian,2018,Forensics,18
727,21514,theindian,2018,Misc,24
728,21514,theindian,2018,Pwn,16
729,21514,theindian,2018,Rev,2
730,21514,theindian,2018,Web,14
731,21514,theindian,2019,Crypt,5
732,21514,theindian,2019,Forensics,24
733,21514,theindian,2019,Misc,3
734,21514,theindian,2019,Pwn,6
735,21514,theindian,2019,Rev,5
736,21514,theindian,2019,Web,20
737,21514,theindian,2020,Crypt,11
738,21514,theindian,2020,Forensics,14
739,21514,theindian,2020,Pwn,6
740,21514,theindian,2020,Rev,12
741,21514,theindian,2020,Web,12
742,21514,theindian,2021,Misc,3
743,21514,theindian,2021,Pwn,1
744,21514,theindian,2021,Rev,19
745,21514,theindian,2021,Web,25
746,21514,theindian,2022,Crypt,2
747,21514,theindian,2022,Forensics,1
748,21514,theindian,2022,Pwn,14
749,21514,theindian,2022,Special,8
750,21514,theindian,2022,Web,1
751,22070,alxbl,2018,Crypt,11
752,22070,alxbl,2018,Forensics,14
753,22070,alxbl,2018,Misc,18
754,22070,alxbl,2018,Pwn,22
755,22070,alxbl,2018,Web,56
756,22070,alxbl,2019,Crypt,5
757,22070,alxbl,2019,Forensics,41
758,22070,alxbl,2019,Misc,9
759,22070,alxbl,2019,Pwn,12
760,22070,alxbl,2019,Rev,5
761,22070,alxbl,2019,Web,27
762,22070,alxbl,2020,Crypt,1
763,22070,alxbl,2020,Forensics,1
764,22070,alxbl,2020,Pwn,22
765,22070,alxbl,2020,Rev,8
766,22070,alxbl,2020,Web,9
767,22070,alxbl,2021,Rev,1
768,24802,errorinside,2018,Crypt,10
769,24802,errorinside,2018,Forensics,17
770,24802,errorinside,2018,Misc,7
771,24802,errorinside,2018,Rev,17
772,24802,errorinside,2018,Web,10
773,24802,errorinside,2019,Crypt,1
774,24802,errorinside,2019,Forensics,3
775,24802,errorinside,2021,Crypt,8
776,24802,errorinside,2021,Forensics,25
777,24802,errorinside,2021,Misc,22
778,24802,errorinside,2021,Pwn,37
779,24802,errorinside,2021,Rev,30
780,24802,errorinside,2021,Web,58
781,24802,errorinside,2022,Crypt,1
782,24802,errorinside,2022,Forensics,2
783,24802,errorinside,2022,Pwn,7
784,24802,errorinside,2022,Rev,1
785,24802,errorinside,2022,Special,4
786,24802,errorinside,2022,Web,6
787,24802,errorinside,2025,Crypt,1
788,24802,errorinside,2025,Pwn,1
789,24802,errorinside,2025,Rev,2
790,35599,bluedevil,2020,Rev,18
791,35599,bluedevil,2021,Rev,16
792,35599,bluedevil,2022,Crypt,20
793,35599,bluedevil,2022,Forensics,47
794,35599,bluedevil,2022,Misc,29
795,35599,bluedevil,2022,Pwn,44
796,35599,bluedevil,2022,Rev,14
797,35599,bluedevil,2022,Special,4
798,35599,bluedevil,2022,Web,74
799,35599,bluedevil,2025,Crypt,1
800,35599,bluedevil,2025,Forensics,3
801,35599,bluedevil,2025,Pwn,2
802,35599,bluedevil,2025,Rev,4
803,35599,bluedevil,2025,Special,26
804,35599,bluedevil,2025,Web,2
805,36961,V5November,2020,Crypt,15
806,36961,V5November,2020,Forensics,41
807,36961,V5November,2020,Misc,26
808,36961,V5November,2020,Pwn,31
809,36961,V5November,2020,Rev,24
810,36961,V5November,2020,Web,68
811,36961,V5November,2021,Crypt,2
812,36961,V5November,2021,Pwn,3
813,36961,V5November,2021,Rev,9
814,36961,V5November,2021,Web,3
815,36961,V5November,2022,Crypt,2
816,36961,V5November,2022,Forensics,4
817,36961,V5November,2022,Misc,3
818,36961,V5November,2022,Pwn,16
819,36961,V5November,2022,Rev,3
820,36961,V5November,2022,Special,2
821,36961,V5November,2022,Web,3
822,36961,V5November,2024,Forensics,3
823,36961,V5November,2024,Pwn,5
824,36961,V5November,2024,Rev,2
825,36961,V5November,2025,Rev,1
826,40063,fsharp,2021,Crypt,5
827,40063,fsharp,2021,Forensics,1
828,40063,fsharp,2021,Rev,4
829,40063,fsharp,2021,Web,6
830,40063,fsharp,2022,Crypt,19
831,40063,fsharp,2022,Forensics,53
832,40063,fsharp,2022,Misc,26
833,40063,fsharp,2022,Pwn,31
834,40063,fsharp,2022,Rev,40
835,40063,fsharp,2022,Special,4
836,40063,fsharp,2022,Web,59
837,40063,fsharp,2023,Crypt,6
838,40063,fsharp,2023,Forensics,2
839,40063,fsharp,2023,Misc,3
840,40063,fsharp,2023,Pwn,9
841,40063,fsharp,2023,Rev,1
842,40063,fsharp,2023,Special,21
843,40063,fsharp,2023,Web,2
844,40063,fsharp,2025,Pwn,2
845,40063,fsharp,2025,Rev,8
846,40063,fsharp,2025,Special,1
847,49696,sysfail,2024,Crypt,32
848,49696,sysfail,2024,Forensics,55
849,49696,sysfail,2024,Misc,29
850,49696,sysfail,2024,Pwn,37
851,49696,sysfail,2024,Rev,50
852,49696,sysfail,2024,Special,23
853,49696,sysfail,2024,Web,85
